"Ciudad","Tipo","Nombre","Precio","Capacidad","Marina","URL","Amenidades"
"Cancun","Yate","Yate Miami Mistress - Sea Ray 51ft","POR 06 HORASMXN 20,000","17","Marina Aquatours","https://yatezzitos.com/es/embarcacion/cancun-yates-en-renta-miami-mistress/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Inflables | Alfombra Acuatica | Luces Sub | Sala TV | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Mr Happy - Sundancer 46ft","POR 06 HORASMXN 17,100","15","Aquatours","https://yatezzitos.com/es/embarcacion/yate-mr-happy-sundancer-46ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Inflables | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Tripulacion Multilingue"
"Cancun","Yate","Yate Necessity I - Sea Ray 50ft","Por 06 horasMXN 19,300","17","Marina Aquatours","https://yatezzitos.com/es/embarcacion/yacht-club-cancun-yate-necessity-50ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Alfombra Acuatica | Sonido | Luces Sub | Cocina | Seguro | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Oasis - Sea Ray 34ft","POR 06 HORASMXN 14,300","10","Marina Puesta del Sol","https://yatezzitos.com/es/embarcacion/yate-oasis-sea-ray-34ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Cocina | Seguro | Chalecos | GPS | Tripulacion Multilingue"
"Cancun","Yate","Yate Principe Kantenah - Pershing 56ft","Por 06 horasMXN 51,500","12","Marina Puerto Cancún","https://yatezzitos.com/es/embarcacion/yacht-rental-cancun-pershing-56ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Sonido | Luces Sub | Comedor Ext | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Tripulacion Multilingue"
"Cancun","Yate","Yate Sea Daddy - Sea Ray 50ft","Por 06 horasMXN 25,700","18","Playa Las Perlas","https://yatezzitos.com/es/embarcacion/cancun-renta-de-yates-sea-daddy-50ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Paddle Board | Inflables | Sonido | Luces Sub | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Sea Mami - Sea Ray 52ft","Por 06 horasMXN 28,500","20","Playa Las Perlas","https://yatezzitos.com/es/embarcacion/renta-de-yates-en-cancun-sea-mami-52ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Paddle Board | Inflables | Sonido | Luces Sub | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Sea Monkey - Sea Ray 50ft","Por 06 horasMXN 25,700","18","Marina Las Perlas","https://yatezzitos.com/es/embarcacion/renta-de-yate-en-cancun-precio-sea-monkey-50ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Paddle Board | Inflables | Sonido | Luces Sub | Sala TV | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Sea Señor - Sea Ray 52ft","Por 06 horasMXN 28,500","18","Playa Las Perlas","https://yatezzitos.com/es/embarcacion/renta-de-barcos-cancun-sea-senor-52ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Paddle Board | Inflables | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Tripulacion Multilingue"
"Cancun","Yate","Yate Seañorita - Sea Ray 43ft","Por 06 horasMXN 20,000","15","Playa Las Perlas","https://yatezzitos.com/es/embarcacion/viaje-en-yate-cancun-seanorita-43ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Paddle Board | Inflables | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Clima | Seguro | Chalecos | GPS | Suite Nupcial | Tripulacion Multilingue"
"Cancun","Yate","Yate Tata - Sundancer 43ft","Por 06 horasMXN 18,500","15","Playa Las Perlas","https://yatezzitos.com/es/embarcacion/yates-renta-cancun-yate-tata-43ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Paddle Board | Inflables | Sonido | Luces Sub | Comedor Ext | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Tripulacion Multilingue"
"Cancun","Yate","Yate Tatich - Azimut 48ft","POR 06 HORASMXN 32,800","15","Residencial Nautilus","https://yatezzitos.com/es/embarcacion/cancun-yates-yate-tatich-azimut-48ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Snorkel | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Tripulacion Multilingue"
"Cancun","Yate","Yate Truco II - Azimut 80ft","Por 06 horasMXN 108,000","20","Marina Puerto Cancún","https://yatezzitos.com/es/embarcacion/yates-en-cancun-truco-azimut-80/","Capitan | Marinero | Bartender | Cervezas | Refrescos | Agua | Hielo | Fruta | Snorkel | Paddle Board | Sonido | Luces Sub | Comedor Ext | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Truco - Sunseeker 64ft","Por 06 horasMXN 78,500","12","Marina Puerto Cancún","https://yatezzitos.com/es/embarcacion/yates-en-renta-cancun-truco-sunseeker-64/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Fruta | Snorkel | Sonido | Luces Sub | Comedor Ext | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Vive - Dyna Craft 79ft","Por 06 horasMXN 80,000","15","Marina V&V","https://yatezzitos.com/es/embarcacion/boat-rental-cancun-yate-vive-79ft/","Capitan | Marinero | Cervezas | Refrescos | Agua | Hielo | Fruta | Snorkel | Inflables | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Suite Nupcial | Flybridge | Tripulacion Multilingue"
"Cancun","Yate","Yate Vive la vida - Sunseeker 120 ft","Por 08 horasMXN 360,000","20","Marina V&V","https://yatezzitos.com/es/embarcacion/renta-de-yates-de-lujo-en-cancun-vive-la-vida-120ft/","Capitan | Marinero | Chef | Bartender | Cervezas | Refrescos | Agua | Hielo | Fruta | Snorkel | Paddle Board | Inflables | Alfombra Acuatica | Sonido | Luces Sub | Comedor Ext | Sala TV | Clima | Cocina | Seguro | Chalecos | GPS | Jacuzzi | Suite Nupcial | Flybridge | Tripulacion Multilingue"
